"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2022_odd_common_11","11. 양수 $a$에 대하여 집합 $\{\,x \mid -\dfrac{a}{2} < x \le a,\ x \ne \dfrac{a}{2}\,\}$ 에서 정의된 함수 $$ f(x) = \tan \dfrac{\pi x}{a}$$ 가 있다. 그림과 같이 함수 $y = f(x)$의 그래프 위의 세 점 $\mathrm{O}$, $\mathrm{A}$, $\mathrm{B}$를 지나는 직선이 있다. 점 $\mathrm{A}$를 지나고 $x$축에 평행한 직선이 함수 $y = f(x)$의 그래프와 만나는 점 중 $\mathrm{A}$가 아닌 점을 $\mathrm{C}$라 하자. 삼각형 $\mathrm{ABC}$가 정삼각형일 때, 삼각형 $\mathrm{ABC}$의 넓이는? (단, $\mathrm{O}$는 원점이다.) [4점] ① $\dfrac{3\sqrt{3}}{2}$ ② $\dfrac{17\sqrt{3}}{12}$ ③ $\dfrac{4\sqrt{3}}{3}$ ④ $\dfrac{5\sqrt{3}}{4}$ ⑤ $\dfrac{7\sqrt{3}}{6}$","11. 양수 a에 대하여 집합  $ \left\{x\left|-\frac{a}{2}<x\leq a,x\neq\frac{a}{2}\right.\right\} $에서 정의된 함수   $$ f(x)=\tan\frac{\pi x}{a} $$   가 있다. 그림과 같이 함수  $ y=f(x) $의 그래프 위의  세 점 O, A, B를 지나는 직선이 있다. 점 A를 지나고 x축에  평행한 직선이 함수  $ y=f(x) $의 그래프와 만나는 점 중 A가  아닌 점을 C라 하자. 삼각형 ABC가 정삼각형일 때,  삼각형 ABC의 넓이는? (단, O는 원점이다.) [4점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_246_808_975_1496.jpg"" alt=""Image"" width=""59%"" /></div>   ①  $ \frac{3\sqrt{3}}{2} $ ②  $ \frac{17\sqrt{3}}{12} $ ③  $ \frac{4\sqrt{3}}{3} $  ④  $ \frac{5\sqrt{3}}{4} $ ⑤  $ \frac{7\sqrt{3}}{6} $","11. 양수 a에 대하여 집합 {x | -\(\frac{a}{2}\) < x ≤ a, x ≠ \(\frac{a}{2}\)}에서 정의된 함수  \[ f(x) \tan \frac{\pi x}{a} \] 가 있다. 그림과 같이 함수 \(y f(x)\)의 그래프 위의 세 점 O, A, B를 지나는 직선이 있다. 점 A를 지나고 x축에 평행한 직선이 함수 \(y f(x)\)의 그래프와 만나는 점 중 A가 아닌 점을 C라 하자. 삼각형 ABC가 정삼각형일 때, 삼각형 ABC의 넓이는? (단, O는 원점이다.) [4점]  ① \(\frac{3\sqrt{3}}{2}\)  ④ \(\frac{5\sqrt{3}}{4}\)  ② \(\frac{17\sqrt{3}}{12}\)  ⑤ \(\frac{7\sqrt{3}}{6}\)  ③ \(\frac{4\sqrt{3}}{3}\)","11. 양수 a에 대하여 집합  \(\left\{x \mid -\frac{a}{2} < x \leq a, x \neq \frac{a}{2}\right\}\)  에서 정의된 함수 \[ f(x) \tan\frac{\pi x}{a} \]  가 있다. 그림과 같이 함수  \(y f(x)\) 의 그래프 위의 세 점 O, A, B를 지나는 직선이 있다. 점 A를 지나고 x축에 평행한 직선이 함수  \(y f(x)\) 의 그래프와 만나는 점 중 A가 아닌 점을 C라 하자. 삼각형 ABC가 정삼각형일 때, 삼각형 ABC의 넓이는? (단, O는 원점이다.) [4점] ①  \(\frac{3\sqrt{3}}{2}\)  ②  \(\frac{17\sqrt{3}}{12}\)  ③  \(\frac{4\sqrt{3}}{3}\)  ④  \(\frac{5\sqrt{3}}{4}\)  ⑤  \(\frac{7\sqrt{3}}{6}\)","11. 양수 $a$에 대하여 집합 $\left\{x \mid -\frac{a}{2} < x \leq a, x \neq \frac{a}{2}\right\}$에서 정의된 함수  $f(x) = \tan \frac{\pi x}{a}$  가 있다. 그림과 같이 함수 $y = f(x)$의 그래프 위의 세 집 O, A, B를 지나는 집선이 있다. 집 A를 지나고 $x$축에 평행한 집선이 함수 $y = f(x)$의 그래프와 만나는 집 중 A가 아닌 집을 C라 하자. 삼각형 ABC가 정상각형일 때, 삼각형 ABC의 넘이는? (단, O는 원점이다.) [4점]  $y = f(x)$ B O A C  $\textcircled{1}$ $\frac{3\sqrt{3}}{2}$ $\textcircled{2}$ $\frac{17\sqrt{3}}{12}$ $\textcircled{3}$ $\frac{4\sqrt{3}}{3}$ $\textcircled{4}$ $\frac{5\sqrt{3}}{4}$ $\textcircled{5}$ $\frac{7\sqrt{3}}{6}$<|user|>"
"2022_odd_common_12","12.  실수 전체의 집합에서 연속인 함수 $f(x)$가 모든 실수 $x$에 대하여 $$\{f(x)\}^3-\{f(x)\}^2-x^2 f(x)+x^2=0$$ 을 만족시킨다. 함수 $f(x)$의 최댓값이 1이고 최솟값이 0일 때, $f\left(-\dfrac{4}{3}\right)+f(0)+f\left(\dfrac{1}{2}\right)$의 값은? [4점] ① $\dfrac{1}{2}$  ② $1$  ③ $\dfrac{3}{2}$  ④ $2$  ⑤ $\dfrac{5}{2}$","12. 실수 전체의 집합에서 연속인 함수 $f(x)$ 가 모든 실수 $x$ 에 대하여  $\{f(x)\}^3 - \{f(x)\}^2 - x^2 f(x) + x^2 = 0$  을 만족시킨다. 함수 $f(x)$ 의 최댓값이 1이고 최숫값이 0일 때, $f\left(-\frac{4}{3}\right) + f(0) + f\left(\frac{1}{2}\right)$ 의 값은? [4점]  ① $\frac{1}{2}$ ② 1 ③ $\frac{3}{2}$ ④ 2 ⑤ $\frac{5}{2}$","12. 실수 전체의 집합에서 연속인 함수 \(f(x)\)가 모든 실수 \(x\)에 대하여  \[ \{f(x)\}^3 - \{f(x)\}^2 - x^2 f(x) + x^2 0 \] 을 만족시킨다. 함수 \(f(x)\)의 최댓값이 1이고 최솟값이 0일 때, \[ f\left(-\frac{4}{3}\right) + f(0) + f\left(\frac{1}{2}\right) \]의 값은? [4점]  ① \(\frac{1}{2}\) ② 1 ③ \(\frac{3}{2}\) ④ 2 ⑤ \(\frac{5}{2}\)","12. 실수 전체의 집합에서 연속인 함수  \(f(x)\) 가 모든 실수 x에 대하여  \[ \{f(x)\}^3 - \{f(x)\}^2 - x^2 f(x) + x^2 0 \] 을 만족시킨다. 함수  \(f(x)\) 의 최댓값이 1이고 최솟값이 0일 때,  \(f\left(-\frac{4}{3}\right) + f(0) + f\left(\frac{1}{2}\right)\) 의 값은? [4점]  ① \(\frac{1}{2}\) ② 1 ③ \(\frac{3}{2}\) ④ 2 ⑤ \(\frac{5}{2}\)","12. 실수 전체의 집합에서 연속인 함수 $f(x)$가 모든 실수 $x$에 대하여  $\{f(x)\}^{3}-\{f(x)\}^{2}-x^{2}f(x)+x^{2}=0$  을 만족시키다. 함수 $f(x)$의 최대값이 1이고 최소값이 0일 때, $f\left(-\frac{4}{3}\right)+f(0)+f\left(\frac{1}{2}\right)$의 값은? [4점]  $\textcircled{1}$ $\frac{1}{2}$ $\textcircled{2}$ 1 $\textcircled{3}$ $\frac{3}{2}$ $\textcircled{4}$ 2 $\textcircled{5}$ $\frac{5}{2}$<|user|>"
"2022_odd_common_13","13.  두 상수 $a, b(1<a<b)$에 대하여 좌표평면 위의 두 점 $(a, \log_2 a)$, $(b, \log_2 b)$를 지나는 직선의 $y$절편과 두 점 $(a, \log_4 a)$, $(b, \log_4 b)$를 지나는 직선의 $y$절편이 같다. 함수 $f(x)=a^{bx}+b^{ax}$에 대하여 $f(1)=40$일 때, $f(2)$의 값은? [4점] ① 760  ② 800  ③ 840  ④ 880  ⑤ 920","13. 두 상수  $ a, b (1 < a < b) $에 대하여 좌표평면 위의  두 점  $ (a, \log_{2}a) $,  $ (b, \log_{2}b) $를 지나는 직선의  $ y $절편과  두 점  $ (a, \log_{4}a) $,  $ (b, \log_{4}b) $를 지나는 직선의  $ y $절편이 같다.  함수  $ f(x)=a^{bx}+b^{ax} $에 대하여  $ f(1)=40 $일 때,  $ f(2) $의 값은?  [4점]  ① 760 ② 800 ③ 840 ④ 880 ⑤ 920","13. 두 상수 \(a, b (1 < a < b)\)에 대하여 좌표평면 위의 두 점 \((a, \log_2 a), (b, \log_2 b)\)를 지나는 직선의 \(y\)절편과 두 점 \((a, \log_4 a), (b, \log_4 b)\)를 지나는 직선의 \(y\)절편이 같다. 함수 \(f(x) a^{bx} + b^{ax}\)에 대하여 \(f(1) 40\)일 때, \(f(2)\)의 값은? [4점]  ① 760 ② 800 ③ 840 ④ 880 ⑤ 920","13. 두 상수 a, b (1 < a < b)에 대하여 좌표평면 위의 두 점 (a, log₂a), (b, log₂b)를 지나는 직선의 y절편과 두 점 (a, log₄a), (b, log₄b)를 지나는 직선의 y절편이 같다. 함수 f(x)  aᵇx + bᵃx 에 대하여 f(1)  40일 때, f(2)의 값은? [4점] ① 760 ② 800 ③ 840 ④ 880 ⑤ 920","13. 두 상수 a, b (1 < a < b)에 대하여 컴포명면 위의 두 점 (a, $ \log_{2} a $), (b, $ \log_{2} b $)를 지나는 적선의 y 점평과 두 점 (a, $ \log_{4} a $), (b, $ \log_{4} b $)를 지나는 적선의 y 점평이 같다. 항수 $ f(x)=a^{bx}+b^{ax} $에 대하여 $ f(1)=40 $일 때, f(2)의 값은? [4점] $\textcircled{1}$ 760 $\textcircled{2}$ 800 $\textcircled{3}$ 840 $\textcircled{4}$ 880 $\textcircled{5}$ 920<|user|>"
"2022_odd_common_14","14.  수직선 위를 움직이는 점 $\mathrm{P}$의 시각 $t$에서의 위치 $x(t)$가 두 상수 $a, b$에 대하여 $$x(t)=t(t-1)(at+b)\quad (a \ne 0)$$이다. 점 $\mathrm{P}$의 시각 $t$에서의 속도 $v(t)$가 $\int_0^1 |v(t)|dt=2$를 만족시킬 때, <보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]  <보기> > ㄱ. $\displaystyle \int_0^1 v(t)dt=0$ > ㄴ. $|x(t_1)|>1$인 $t_1$이 열린구간 $(0,1)$에 존재한다. > ㄷ. $0 \le t \le 1$인 모든 $t$에 대하여 $|x(t)|<1$이면 $x(t_2)=0$인 $t_2$가 열린구간 $(0,1)$에 존재한다.  ① ㄱ  ② ㄱ, ㄴ  ③ ㄱ, ㄷ  ④ ㄴ, ㄷ  ⑤ ㄱ, ㄴ, ㄷ","[run_paddle_ocr_single.py subprocess] timeout (300s)","14. 수직선 위를 움직이는 점 P의 시각 t에서의 위치 \(x(t)\)가 두 상수 \(a, b\)에 대하여  \[ x(t) t(t-1)(at+b) \quad (a \neq 0) \] 이다. 점 P의 시각 t에서의 속도 \(v(t)\)가 \(\int_{0}^{1} |v(t)| dt 2\)를 만족시킬 때, <보기>에서 옳은 것만을 있는 대로 고른 것은?  [4점]  <보 기>  ㄱ. \(\int_{0}^{1} v(t) dt 0\)  ㄴ. \(|x(t_1)| > 1\)인 \(t_1\)이 열린구간 (0, 1)에 존재한다.  ㄷ. \(0 \le t \le 1\)인 모든 \(t\)에 대하여 \(|x(t)| < 1\)이면 \(x(t_2) 0\)인 \(t_2\)가 열린구간 (0, 1)에 존재한다.  <|ref|>text<|/ref|><|det|>[1]ㄱㄴㄷ ①ㄱㄴㄷ ②ㄱㄴㄷ ③ㄱㄷ","14. 수직선 위를 움직이는 점 P 의 시각 t 에서의 위치 x(t)가 두 상수 a, b 에 대하여  \[ x(t) t(t-1)(at+b) \quad (a \neq 0) \] 이다. 점 P 의 시각 t 에서의 속도 v(t) 가 \(\int_{0}^{1} |v(t)| dt 2\)를 만족시킬 때, <보기>에서 옳은 것만을 있는 대로 고른 것은?  [4점]  <보 기>  ㄱ. \(\int_{0}^{1} v(t) dt 0\)  ㄴ. \(|x(t_1)| > 1\)인 \(t_1\)이 열린구간 \((0, 1)\)에 존재한다.  ㄷ. \(0 \le t \le 1\)인 모든 \(t\)에 대하여 \(|x(t)| < 1\)이면  \(x(t_2) 0\)인 \(t_2\)가 열린구간 \((0, 1)\)에 존재한다.  <|ref|>text<|/ref|><|det|>{{0, 0, 999, 0}}","14. 수집선 위를 음직이는 점 P의 시각 t에서의 위치 x(t)가 두 상수 a, b에 대하여  $x(t) = t(t-1)(at+b)$ ($a \neq 0$)  이다. 점 P의 시각 t에서의 속도 $v(t)$가 $\int_{0}^{1}|v(t)|dt = 2$를 만족시켜 때, <보기>에서 음직은 것만을 있는 대로 고른 것은?  [4점]  <보기>  7. $\int_{0}^{1}v(t)dt = 0$  8. $|x(t_1)| > 1$인 $t_1$이 열런구간 (0,1)에 증재한다.  9. $0 \leq t \leq 1$인 모든 t에 대하여 $|x(t)| < 1$이면 $x(t_2) = 0$인 $t_2$가 열런구간 (0,1)에 증재한다.  $\textcircled{1}$ 뒤 $\textcircled{2}$ 뒤, 뒤 $\textcircled{3}$ 뒤, 뒤 $\textcircled{4}$ 뒤, 뒤 $\textcircled{5}$ 뒤, 뒤, 뒤<|user|>"
"2022_odd_common_15","15.  두 점 $\mathrm{O}_1, \mathrm{O}_2$를 각각 중심으로 하고 반지름의 길이가 $\overline{\mathrm{O_1O_2}}$인 두 원 $C_1, C_2$가 있다. 그림과 같이 원 $C_1$ 위의 서로 다른 세 점 $\mathrm{A, B, C}$와 원 $C_2$ 위의 점 $\mathrm{D}$가 주어져 있고, 세 점 $\mathrm{A}, \mathrm{O}_1, \mathrm{O}_2$와 세 점 $\mathrm{C}, \mathrm{O}_2, \mathrm{D}$가 각각 한 직선 위에 있다. 이때 $\angle \mathrm{BO}_1\mathrm{A}=\theta_1$, $\angle \mathrm{O}_2\mathrm{O}_1\mathrm{C}=\theta_2$, $\angle \mathrm{O}_1\mathrm{O}_2\mathrm{D}=\theta_3$이라 하자. 다음은 $\overline{\mathrm{AB}}:\overline{\mathrm{O_1D}}=1:2\sqrt{2}$이고 $\theta_3=\theta_1+\theta_2$일 때, 선분 $\mathrm{AB}$와 선분 $\mathrm{CD}$의 길이의 비를 구하는 과정이다. > $\angle \mathrm{CO}_2\mathrm{O}_1+\angle \mathrm{O}_1\mathrm{O}_2\mathrm{D}=\pi$이므로 $\theta_3=\dfrac{\pi}{2}+\dfrac{\theta_2}{2}$이고 > $\theta_3=\theta_1+\theta_2$에서 $2\theta_1+\theta_2=\pi$이므로 $\angle \mathrm{CO}_1\mathrm{B}=\theta_1$이다. > 이때 $\angle \mathrm{O}_2\mathrm{O}_1\mathrm{B}=\theta_1+\theta_2=\theta_3$이므로 삼각형 $\mathrm{O}_1\mathrm{O}_2\mathrm{B}$와 삼각형 $\mathrm{O}_2\mathrm{O}_1\mathrm{D}$는 합동이다. > $\overline{\mathrm{AB}}=k$라 할 때 > $\overline{\mathrm{BO}_2}=\overline{\mathrm{O}_1\mathrm{D}}=2\sqrt{2}k$이므로 $\overline{\mathrm{AO}_2}=\boxed{(가)}$이고, > $\angle \mathrm{BO}_2\mathrm{A}=\dfrac{\theta_1}{2}$이므로 $\cos\dfrac{\theta_1}{2}=\boxed{(나)}$이다. > 삼각형 $\mathrm{O}_2\mathrm{BC}$에서 > $\overline{\mathrm{BC}}=k$, $\overline{\mathrm{BO}_2}=2\sqrt{2}k$, $\angle \mathrm{CO}_2\mathrm{B}=\dfrac{\theta_1}{2}$이므로 > 코사인법칙에 의하여 $\overline{\mathrm{O}_2\mathrm{C}}=\boxed{(다)}$이다. > $\overline{\mathrm{CD}}=\overline{\mathrm{O}_2\mathrm{D}}+\overline{\mathrm{O}_2\mathrm{C}}=\overline{\mathrm{O}_1\mathrm{O}_2}+\overline{\mathrm{O}_2\mathrm{C}}$이므로 > $\overline{\mathrm{AB}}:\overline{\mathrm{CD}}=k:\big(\frac{\boxed{(가)}}{2}+\boxed{(다)}\big)$이다.  위의 (가), (다)에 알맞은 식을 각각 $f(k)$, $g(k)$라 하고, (나)에 알맞은 수를 $p$라 할 때, $f(p)\times g(p)$의 값은? [4점] ① $\dfrac{169}{27}$  ② $\dfrac{56}{9}$  ③ $\dfrac{167}{27}$  ④ $\dfrac{166}{27}$  ⑤ $\dfrac{55}{9}$","[run_paddle_ocr_single.py subprocess] timeout (300s)","15. 두 점 \(O_1, O_2\)를 각각 중심으로 하고 반지름의 길이가 \(\overline{O_1O_2}\)인 두 원 \(C_1, C_2\)가 있다. 그림과 같이 원 \(C_1\) 위의 서로 다른 세 점 \(A, B, C\)와 원 \(C_2\) 위의 점 \(D\)가 주어져 있고, 세 점 \(A, O_1, O_2\)와 세 점 \(C, O_2, D\)가 각각 한 직선 위에 있다.  이때 \(\angle BO_1A \theta_1\), \(\angle O_2O_1C \theta_2\), \(\angle O_1O_2D \theta_3\)이라 하자.  다음은 \(\overline{AB} : \overline{O_1D} 1:2\sqrt{2}\)이고 \(\theta_3 \theta_1 + \theta_2\)일 때, 선분 \(AB\)와 선분 \(CD\)의 길이의 비를 구하는 과정이다.  \(\angle CO_2O_1 + \angle O_1O_2D \pi\)이므로 \(\theta_3 \frac{\pi}{2} + \frac{\theta_2}{2}\)이고 \(\theta_3 \theta_1 + \theta_2\)에서 \(2\theta_1 + \theta_2 \pi\)이므로 \(\angle CO_1B \theta_1\)이다. 이때 \(\angle O_2O_1B \theta_1 + \theta_2 \theta_3\)이므로 삼각형 \(O_1O_2B\)와 삼각형 \(O_2O_1D\)는 합동이다.  \(\overline{AB} k\)라 할 때  \(\overline{BO_2} \overline{O_1D} 2\sqrt{2}k\)이므로 \(\overline{AO_2} \overline{(\text{가})}\)이고,  \(\angle BO_2A \frac{\theta_1}{2}\)이므로 \(\cos\frac{\theta_1}{2} \overline{(\text{나})}\)이다.  삼각형 \(O_2BC\)에서  \(\overline{BC} k\), \(\overline{BO_2} 2\sqrt{2}k\), \(\angle CO_2B \frac{\theta_1}{2}\)이므로  코사인법칙에 의하여 \(\overline{O_2C} \overline{(\text{다})}\)이다.  \(\overline{CD} \overline{O_2D} + \overline{O_2C} \overline{O_1O_2} + \overline{O_2C}\)이므로  \(\overline{AB} : \overline{CD} k : \overline{(\text{가})} + \overline{(\text{다})}\)이다.  위의 (가), (다)에 알맞은 식을 각각 \(f(k)\), \(g(k)\)라 하고, (나)에 알맞은 수를 \(p\)라 할 때, \(f(p) \times g(p)\)의 값은? [4점]  ① \(\frac{169}{27}\) ② \(\frac{56}{9}\) ③ \(\frac{167}{27}\) ④ \(\frac{166}{27}\) ⑤ \(\frac{55}{9}\)","15. 두 점  \(O_{1}, O_{2}\)  를 각각 중심으로 하고 반지름의 길이가  \(\overline{O_{1}O_{2}}\)  인 두 원  \(C_{1}, C_{2}\)  가 있다. 그림과 같이 원  \(C_{1}\)  위의 서로 다른 세 점 A, B, C와 원  \(C_{2}\)  위의 점 D가 주어져 있고, 세 점 A, O₁, O₂와 세 점 C, O₂, D가 각각 한 직선 위에 있다.  이때 \(\angle BO_{1}A \theta_{1}\), \(\angle O_{2}O_{1}C \theta_{2}\), \(\angle O_{1}O_{2}D \theta_{3}\) 이라 하자.  다음은 \(\overline{AB} : \overline{O_{1}D} 1 : 2\sqrt{2}\) 이고 \(\theta_{3} \theta_{1} + \theta_{2}\) 일 때, 선분 AB와 선분 CD의 길이의 비를 구하는 과정이다.  \(\angle CO_{2}O_{1} + \angle O_{1}O_{2}D \pi\) 이므로 \(\theta_{3} \frac{\pi}{2} + \frac{\theta_{2}}{2}\) 이고 \(\theta_{3} \theta_{1} + \theta_{2}\) 에서 \(2\theta_{1} + \theta_{2} \pi\) 이므로 \(\angle CO_{1}B \theta_{1}\) 이다. 이때 \(\angle O_{2}O_{1}B \theta_{1} + \theta_{2} \theta_{3}\) 이므로 삼각형 \(O_{1}O_{2}B\) 와 삼각형 \(O_{2}O_{1}D\) 는 합동이다. \(\overline{AB} k\)라 할 때 \(\overline{BO_{2}} \overline{O_{1}D} 2\sqrt{2}k\) 이므로 \(\overline{AO_{2}} [(\frac{\pi}{2})]\) 이고, \(\angle BO_{2}A \frac{\theta_{1}}{2}\) 이므로 \(\cos\frac{\theta_{1}}{2} [(\frac{\pi}{2})]\) 이다. 삼각형 \(O_{2}BC\) 에서 \(\overline{BC} k\), \(\overline{BO_{2}} 2\sqrt{2}k\), \(\angle CO_{2}B \frac{\theta_{1}}{2}\) 이므로 코사인법칙에 의하여 \(\overline{O_{2}C} [(\frac{\pi}{2})]\) 이다. \(\overline{CD} \overline{O_{2}D} + \overline{O_{2}C} \overline{O_{1}O_{2}} + \overline{O_{2}C}\) 이므로 \(\overline{AB} : \overline{CD} k : [(\frac{\pi}{2})] + [(\frac{\pi}{2})]\) 이다.  위의 (가), (다)에 알맞은 식을 각각 \(f(k)\), \(g(k)\)라 하고, (나)에 알맞은 수를 \(p\)라 할 때, \(f(p) \times g(p)\)의 값은? [4점]  ① \(\frac{169}{27}\) ② \(\frac{56}{9}\) ③ \(\frac{167}{27}\) ④ \(\frac{166}{27}\) ⑤ \(\frac{55}{9}\)","15. 두 점 O₁, O₂를 각각 중심으로 하고 반지름의 길이가 O₁O₂인 두 원 C₁, C₂가 있다. 그림과 같이 원 C₁ 위의 서로 다른 세 점 A, B, C와 원 C₂ 위의 점 D가 주어져 있고, 세 점 A, O₁, O₂와 세 점 C, O₂, D가 각각 한 적선 위에 있다. 이때 ∠BO₁A = θ₁, ∠O₂O₁C = θ₂, ∠O₁O₂D = θ₃이라 하자.  다음은 AB : O₁D = 1 : 2√2이고 θ₃ = θ₁ + θ₂일 때, 선분 AB와 선분 CD의 길이의 비를 구하는 과정이다.  ∠CO₂O₁ + ∠O₁O₂D = π이므로 θ₃ = π/2 + θ₂/2이고 θ₃ = θ₁ + θ₂에서 2θ₁ + θ₂ = π이므로 ∠CO₁B = θ₁이다. 이때 ∠O₂O₁B = θ₁ + θ₂ = θ₃이므로 살각형 O₁O₂B와 살각형 O₂O₁D는 함동이다. AB = k라 할 때 BO₂ = O₁D = 2√2k이므로 AO₂ = (가)이고, ∠BO₂A = θ₁/2이므로 cos(θ₁/2) = (나)이다. 살각형 O₂BC에서 BC = k, BO₂ = 2√2k, ∠CO₂B = θ₁/2이므로 코사인범취에 의하여 O₂C = (다)이다. CD = O₂D + O₂C = O₁O₂ + O₂C이므로 AB : CD = k : ((가)/2 + (다))이다.  위의 (가), (다)에 알맞은 식을 각각 f(k), g(k)라 하고, (나)에 알맞은 수를 p라 할 때, f(p) × g(p)의 값은? [4점]  $\textcircled{1}$ $\frac{169}{27}$ $\textcircled{2}$ $\frac{56}{9}$ $\textcircled{3}$ $\frac{167}{27}$ $\textcircled{4}$ $\frac{166}{27}$ $\textcircled{5}$ $\frac{55}{9}$<|user|>"
"2022_odd_common_16","16.  $\log_2 120 - \dfrac{1}{\log_{15} 2}$의 값을 구하시오. [3점]","[run_paddle_ocr_single.py subprocess] timeout (300s)","16. \(\log_2 120 - \frac{1}{\log_{15} 2}\) 의 값을 구하시오. [3점]","16.  \(\log_{2}120 - \frac{1}{\log_{15}2}\)  의 값을 구하시오. [3점]","16. $ \log_{2}120-\frac{1}{\log_{15}2} $의 값을 구하시오. [3점]<|user|>"
"2022_odd_common_17","17.  함수 $f(x)$에 대하여 $f'(x)=3x^2+2x$이고 $f(0)=2$일 때, $f(1)$의 값을 구하시오. [3점]","17. 함수 $f(x)$ 에 대하여 $f'(x)=3x^{2}+2x$ 이고 $f(0)=2$ 일 때, $f(1)$ 의 값을 구하시오. [3점]","17. 함수 \(f(x)\) 에 대하여 \(f'(x) 3x^2 + 2x\) 이고 \(f(0) 2\) 일 때, \(f(1)\) 의 값을 구하시오. [3점]","17. 함수  \(f(x)\)  에 대하여  \(f'(x) 3x^{2} + 2x\)  이고  \(f(0) 2\)  일 때,  \(f(1)\)  의 값을 구하시오. [3점]  f(1)의 값을 구하시오. [3점]","17. 함수 $ f(x) $에 대하여 $ f^{\prime}(x)=3x^{2}+2x $이고 $ f(0)=2 $일 때, $ f(1) $의 값을 구하시오. [3점]<|user|>"
"2022_odd_common_18","18.  수열 $\{a_n\}$에 대하여 $$\sum_{k=1}^{10} a_k - \sum_{k=1}^{7} \frac{a_k}{2} = 56,\quad \sum_{k=1}^{10} 2a_k - \sum_{k=1}^{8} a_k = 100$$ 일 때, $a_8$의 값을 구하시오. [3점]","[run_paddle_ocr_single.py subprocess] timeout (300s)","18. 수열 {aₙ}에 대하여  \[ \sum_{k 1}^{10} a_k - \sum_{k 1}^{7} \frac{a_k}{2} 56, \quad \sum_{k 1}^{10} 2a_k - \sum_{k 1}^{8} a_k 100 \] 일 때, a₈의 값을 구하시오. [3점]","18. 수열  \(\{a_{n}\}\)  에 대하여  \[ \sum_{k 1}^{10} a_k - \sum_{k 1}^{7} \frac{a_k}{2} 56, \quad \sum_{k 1}^{10} 2a_k - \sum_{k 1}^{8} a_k 100 \] 일 때, \(a_8\)의 값을 구하시오. [3점]","18. 수열 $\{a_{n}\}$에 대하여  $\sum_{k=1}^{10} a_{k}-\sum_{k=1}^{7} \frac{a_{k}}{2}=56,$ $\sum_{k=1}^{10} 2 a_{k}-\sum_{k=1}^{8} a_{k}=100$  일 때, $a_{8}$의 값을 구하시오. [3점]<|user|>"
"2022_odd_common_19","19.  함수 $f(x)=x^3+ax^2-(a^2-8a)x+3$이 실수 전체의 집합에서 증가하도록 하는 실수 $a$의 최댓값을 구하시오. [3점]","19. 함수  $ f(x) = x^{3} + ax^{2} - (a^{2} - 8a)x + 3 $ 실수 전체의 집합에서  증가하도록 하는 실수 a의 최엿값을 구하시오. [3점]","19. 함수 \(f(x) x^3 + ax^2 - (a^2 - 8a)x + 3\)이 실수 전체의 집합에서 증가하도록 하는 실수 \(a\)의 최댓값을 구하시오. [3점]","19. 함수  \(f(x) x^{3} + ax^{2} - (a^{2} - 8a)x + 3\)  이 실수 전체의 집합에서 증가하도록 하는 실수 a의 최댓값을 구하시오. [3점]  [3점]","19. 함수 $ f(x)=x^{3}+ax^{2}-(a^{2}-8a)x+3 $이 실수 전체의 집합에서 중가하도록 하는 실수 $ a $의 최대값을 구하시오. [3점]<|user|>"
"2022_odd_common_2","2.  함수 $f(x) = x^3 + 3x^2 + x - 1$ 에 대하여 $f'(1)$의 값은? [2점] ① 6 ② 7 ③ 8 ④ 9 ⑤ 10","2. 함수  $ f(x)=x^{3}+3x^{2}+x-1 $ 에 대하여  $ f'(1) $ 의 값은? [2점]  ① 6 ② 7 ③ 8 ④ 9 ⑤ 10","2. 함수 \(f(x) x^3 + 3x^2 + x - 1\)에 대하여 \(f'(1)\)의 값은? [2점]  ① 6 ② 7 ③ 8 ④ 9 ⑤ 10","2. 함수  \(f(x) x^{3} + 3x^{2} + x - 1\)  에 대하여  \(f'(1)\)  의 값은? [2점] ① 6 ② 7 ③ 8 ④ 9 ⑤ 10","2. 함수 $ f ( x )=x^{3}+3 x^{2}+x-1 $에 대하여 $ f^{\prime} ( 1 ) $의 값은? [2점] $\textcircled{1}$ 6 $\textcircled{2}$ 7 $\textcircled{3}$ 8 $\textcircled{4}$ 9 $\textcircled{5}$ 10<|user|>"
